,id,permalink,username,text,date,parola_cercata,location,area,citta,raggio
0,1377009588558499843,https://twitter.com/darkkavenger/status/1377009588558499843,darkkavenger,"AstraZeneca was boring. Vaxzevria is shifty at best.

Credibility level: eyebrow-raising Advanced Dungeons and Dragons character name from your youngest, sub-10 yr old sibling. https://t.co/EJSr9mJeze",2021-03-30,AstraZeneca,EU-CENTRAL,EU,Praga,100km
1,1376994472664383491,https://twitter.com/mirja60078187/status/1376994472664383491,mirja60078187,"Germany's medical regulator, the Paul Ehrlich Institute, has said that 31 cases of cerebral venous thrombosis have have been reported so far following jabs with the Astrazeneca vaccine, news magazine Der Spiegel reported. Nine people have died.",2021-03-30,AstraZeneca,EU-CENTRAL,EU,Praga,100km
2,1376970763719303173,https://twitter.com/bjelicic/status/1376970763719303173,bjelicic,"Berlin and Munich halt AstraZeneca jab for under-60s as Merkel prepares to act via @FT
 https://t.co/P09rvhXhBx",2021-03-30,AstraZeneca,EU-CENTRAL,EU,Praga,100km
3,1376873154249957378,https://twitter.com/chuchlaCZ/status/1376873154249957378,chuchlaCZ,Berlin halts AstraZeneca vaccines for under 60s https://t.co/w3LDHIEdY8,2021-03-30,AstraZeneca,EU-CENTRAL,EU,Praga,100km
4,1376865002754297862,https://twitter.com/chuchlaCZ/status/1376865002754297862,chuchlaCZ,JUST IN — Berlin halts use of AstraZeneca vaccines for women under 60 https://t.co/w3LDHIEdY8,2021-03-30,AstraZeneca,EU-CENTRAL,EU,Praga,100km
5,1369548514481541120,https://twitter.com/jilm/status/1369548514481541120,jilm,"The EU has developed the best covid vaccines (BioNTech and AstraZeneca) and apparently also manufactures more than others and gives more globally. 🇪🇺👍

But it fails BOTH to vaccinate Europeans first and/or get credit for helping others. 

Another failure of EU governance. 👎",2021-03-10,AstraZeneca,EU-CENTRAL,EU,Praga,100km
